Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Product ID,Sub-Category,Product Name,Sales,Quantity,Notmalized Quantity,Discount,Profit,Order Ship Difference,Order Year,Order Month,Ord_Month_Name,Unit Price,Price Category,Profit Ratio,Profit Ratio Category,Unit Profit Ratio,Quarter,Year-Quarter
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10000576,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,6,0.428571429,0.2,75.5424,4,2017,11,Nov,167.872,Medium Price,0.075,Low Profit,0.0125,Q4,2017 Q4
US-2017-110576,11/28/2017,12/2/2017,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,FUR-TA-10004154,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.857142857,0.4,-619.596,4,2017,11,Nov,172.11,Medium Price,-0.3,Loss,-0.025,Q4,2017 Q4
CA-2017-131156,4/3/2017,4/7/2017,Standard Class,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001940,Furnishings,Staple-based wall hangings,25.472,4,0.285714286,0.2,7.6416,4,2017,4,Apr,6.368,Low Price,0.3,Medium Profit,0.075,Q2,2017 Q2
CA-2017-136539,12/28/2017,1/1/2018,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Central,FUR-BO-10004709,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,2,0.142857143,0.32,-11.596,4,2017,12,Dec,39.4264,Low Price,-0.147058824,Loss,-0.073529412,Q4,2017 Q4
CA-2015-112571,9/22/2015,9/22/2015,Same Day,Daniel Lacy,Consumer,Oceanside,California,West,FUR-FU-10004188,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.142857143,0,53.196,0,2015,9,Sep,102.3,Medium Price,0.26,Medium Profit,0.13,Q3,2015 Q3
CA-2017-152142,11/14/2017,11/19/2017,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,FUR-CH-10002965,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.142857143,0.2,28.1372,5,2017,11,Nov,160.784,Medium Price,0.0875,Low Profit,0.04375,Q4,2017 Q4
CA-2014-115791,1/16/2014,1/18/2014,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10001095,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.428571429,0.2,28.5984,2,2014,1,Jan,21.184,Low Price,0.225,Medium Profit,0.0375,Q1,2014 Q1
CA-2016-144939,10/3/2016,10/8/2016,Standard Class,Emily Burns,Consumer,New York City,New York,East,FUR-CH-10003199,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,0.428571429,0.1,93.2232,5,2016,10,Oct,99.882,Low Price,0.155555556,Low Profit,0.025925926,Q4,2016 Q4
CA-2014-163419,11/11/2014,11/14/2014,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,FUR-CH-10000665,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,0.357142857,0.2,75.49,3,2014,11,Nov,120.784,Medium Price,0.125,Low Profit,0.025,Q4,2014 Q4
CA-2017-167899,5/21/2017,5/26/2017,Standard Class,John Grady,Corporate,Auburn,New York,East,FUR-FU-10004071,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,5,0.357142857,0,72.807,5,2017,5,May,104.01,Medium Price,0.14,Low Profit,0.028,Q2,2017 Q2
CA-2015-153549,3/29/2015,3/31/2015,Second Class,Sara Luxemburg,Home Office,Jacksonville,Florida,South,FUR-CH-10004086,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.357142857,0.2,131.2785,2,2015,3,Mar,233.384,High Price,0.1125,Low Profit,0.0225,Q1,2015 Q1
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,FUR-FU-10002885,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.357142857,0,9.158,6,2015,10,Oct,4.82,Low Price,0.38,Medium Profit,0.076,Q4,2015 Q4
CA-2015-162537,10/28/2015,11/3/2015,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,FUR-FU-10001918,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0.5,0,12.9129,6,2015,10,Oct,4.73,Low Price,0.39,Medium Profit,0.055714286,Q4,2015 Q4
CA-2015-124891,7/31/2015,7/31/2015,Same Day,Rick Hansen,Consumer,New York City,New York,East,FUR-TA-10002903,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,7,0.5,0.4,-290.8752,0,2015,7,Jul,155.826,Medium Price,-0.266666667,Loss,-0.038095238,Q3,2015 Q3
CA-2014-158540,11/24/2014,11/26/2014,First Class,Vivek Gonzalez,Consumer,San Diego,California,West,FUR-FU-10001602,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.285714286,0,27.3096,2,2014,11,Nov,37.93,Low Price,0.18,Low Profit,0.045,Q4,2014 Q4
CA-2017-118437,6/17/2017,6/21/2017,Second Class,Philip Fox,Consumer,Olympia,Washington,West,FUR-FU-10004848,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0.214285714,0,46.575,4,2017,6,Jun,51.75,Low Price,0.3,Medium Profit,0.1,Q2,2017 Q2
US-2015-126214,12/21/2015,12/24/2015,Second Class,John Stevenson,Consumer,Seattle,Washington,West,FUR-TA-10003748,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,0.928571429,0,356.0414,3,2015,12,Dec,124.49,Medium Price,0.22,Medium Profit,0.016923077,Q4,2015 Q4
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Kalyca Meade,Corporate,New York City,New York,East,FUR-FU-10002191,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.142857143,0,6.7008,4,2015,7,Jul,6.98,Low Price,0.48,Medium Profit,0.24,Q3,2015 Q3
CA-2015-108665,7/6/2015,7/10/2015,Standard Class,Kalyca Meade,Corporate,New York City,New York,East,FUR-FU-10000965,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.214285714,0,63.8862,4,2015,7,Jul,51.94,Low Price,0.41,Medium Profit,0.136666667,Q3,2015 Q3
CA-2015-124450,4/27/2015,5/3/2015,Standard Class,Greg Tran,Consumer,Washington,District of Columbia,East,FUR-CH-10000309,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.214285714,0,316.8825,6,2015,4,Apr,422.51,High Price,0.25,Medium Profit,0.083333333,Q2,2015 Q2
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Laura Armstrong,Corporate,Hackensack,New Jersey,East,FUR-CH-10003379,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.214285714,0,213.735,4,2014,7,Jul,284.98,High Price,0.25,Medium Profit,0.083333333,Q3,2014 Q3
CA-2014-163552,7/11/2014,7/15/2014,Standard Class,Laura Armstrong,Corporate,Hackensack,New Jersey,East,FUR-FU-10000629,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.642857143,0,52.1262,4,2014,7,Jul,13.79,Low Price,0.42,Medium Profit,0.046666667,Q3,2014 Q3
CA-2016-113061,4/22/2016,4/26/2016,Standard Class,Ed Ludwig,Home Office,Jefferson City,Missouri,Central,FUR-FU-10003975,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0.142857143,0,8.662,4,2016,4,Apr,43.31,Low Price,0.1,Low Profit,0.05,Q2,2016 Q2
CA-2016-127670,3/20/2016,3/24/2016,Standard Class,Robert Dilbeck,Home Office,Saint Peters,Missouri,Central,FUR-TA-10001095,Tables,Chromcraft Round Conference Tables,697.16,4,0.285714286,0,146.4036,4,2016,3,Mar,174.29,Medium Price,0.21,Medium Profit,0.0525,Q1,2016 Q1
CA-2016-102981,9/6/2016,9/9/2016,Second Class,Mary O'Rourke,Consumer,New York City,New York,East,FUR-BO-10001811,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.214285714,0.2,90.294,3,2016,9,Sep,240.784,High Price,0.125,Low Profit,0.041666667,Q3,2016 Q3
CA-2017-152702,10/12/2017,10/16/2017,Standard Class,Steve Nguyen,Home Office,Rockford,Illinois,Central,FUR-CH-10002304,Chairs,"Global Stack Chair without Arms, Black",254.604,14,1,0.3,-18.186,4,2017,10,Oct,18.186,Low Price,-0.071428571,Loss,-0.005102041,Q4,2017 Q4
CA-2016-169103,3/8/2016,3/13/2016,Standard Class,Zuschuss Carroll,Consumer,Miami,Florida,South,FUR-FU-10004006,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.214285714,0.2,-3.8385,5,2016,3,Mar,34.12,Low Price,-0.0375,Loss,-0.0125,Q1,2016 Q1
US-2015-153500,7/3/2015,7/5/2015,First Class,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10000293,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.142857143,0.2,-29.4812,2,2015,7,Jul,84.232,Low Price,-0.175,Loss,-0.0875,Q3,2015 Q3
US-2015-153500,7/3/2015,7/5/2015,First Class,Deirdre Greer,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004460,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,9,0.642857143,0.2,56.5776,2,2015,7,Jul,31.432,Low Price,0.2,Low Profit,0.022222222,Q3,2015 Q3
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Nicole Fjeld,Home Office,New York City,New York,East,FUR-FU-10004622,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.142857143,0,22.764,4,2015,4,Apr,54.2,Low Price,0.21,Medium Profit,0.105,Q2,2015 Q2
US-2015-125374,3/23/2015,3/29/2015,Standard Class,Julia Dunbar,Consumer,Houston,Texas,Central,FUR-CH-10003396,Chairs,Global Deluxe Steno Chair,107.772,2,0.142857143,0.3,-29.2524,6,2015,3,Mar,53.886,Low Price,-0.271428571,Loss,-0.135714286,Q1,2015 Q1
CA-2016-157686,10/1/2016,10/2/2016,First Class,Brian DeCherney,Consumer,San Francisco,California,West,FUR-CH-10001146,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.285714286,0.2,12.178,1,2016,10,Oct,48.712,Low Price,0.0625,Low Profit,0.015625,Q4,2016 Q4
CA-2015-110016,11/29/2015,12/4/2015,Standard Class,Bill Tyler,Corporate,Detroit,Michigan,Central,FUR-CH-10002880,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.642857143,0,121.7601,5,2015,11,Nov,122.99,Medium Price,0.11,Low Profit,0.012222222,Q4,2015 Q4
US-2016-143819,3/1/2016,3/5/2016,Standard Class,Karen Daniels,Consumer,Yonkers,New York,East,FUR-TA-10001095,Tables,Chromcraft Round Conference Tables,836.592,8,0.571428571,0.4,-264.9208,4,2016,3,Mar,104.574,Medium Price,-0.316666667,Loss,-0.039583333,Q1,2016 Q1
CA-2017-158407,6/4/2017,6/10/2017,Standard Class,Lindsay Williams,Corporate,Monroe,North Carolina,South,FUR-FU-10001967,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.142857143,0.2,1.999,6,2017,6,Jun,15.992,Low Price,0.0625,Low Profit,0.03125,Q2,2017 Q2
CA-2014-159338,6/25/2014,6/28/2014,First Class,Noel Staavos,Corporate,Los Angeles,California,West,FUR-TA-10004147,Tables,Hon 4060 Series Tables,447.84,5,0.357142857,0.2,11.196,3,2014,6,Jun,89.568,Low Price,0.025,Low Profit,0.005,Q2,2014 Q2
CA-2016-107216,6/14/2016,6/17/2016,First Class,Paul Van Hugh,Home Office,San Francisco,California,West,FUR-FU-10000206,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0.214285714,0,4.1031,3,2016,6,Jun,2.91,Low Price,0.47,Medium Profit,0.156666667,Q2,2016 Q2
US-2016-110156,11/19/2016,11/24/2016,Standard Class,Eric Hoffmann,Consumer,Houston,Texas,Central,FUR-FU-10000206,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,2,0.142857143,0.6,-0.7566,5,2016,11,Nov,1.164,Low Price,-0.325,Loss,-0.1625,Q4,2016 Q4
CA-2017-140585,12/18/2017,12/23/2017,Second Class,Russell Applegate,Consumer,Encinitas,California,West,FUR-BO-10002206,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.071428571,0.15,-12.6882,5,2017,12,Dec,119.833,Medium Price,-0.105882353,Loss,-0.105882353,Q4,2017 Q4
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,FUR-FU-10003194,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.285714286,0,11.58,6,2014,1,Jan,9.65,Low Price,0.3,Medium Profit,0.075,Q1,2014 Q1
US-2014-147627,1/20/2014,1/26/2014,Standard Class,Hunter Lopez,Consumer,Jonesboro,Arkansas,South,FUR-CH-10002331,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.214285714,0,224.2674,6,2014,1,Jan,355.98,High Price,0.21,Medium Profit,0.07,Q1,2014 Q1
CA-2016-112102,4/12/2016,4/16/2016,Standard Class,Brian Dahlen,Consumer,Springfield,Virginia,South,FUR-TA-10004086,Tables,KI Adjustable-Height Table,343.92,4,0.285714286,0,75.6624,4,2016,4,Apr,85.98,Low Price,0.22,Medium Profit,0.055,Q2,2016 Q2
CA-2014-146969,9/29/2014,10/3/2014,Standard Class,Arthur Prichep,Consumer,Los Angeles,California,West,FUR-FU-10004188,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.142857143,0,53.196,4,2014,9,Sep,102.3,Medium Price,0.26,Medium Profit,0.13,Q3,2014 Q3
CA-2015-113971,5/8/2015,5/14/2015,Standard Class,Claudia Bergmann,Corporate,Cuyahoga Falls,Ohio,East,FUR-FU-10001852,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.428571429,0.2,1.2528,6,2015,5,May,1.392,Low Price,0.15,Low Profit,0.025,Q2,2015 Q2
CA-2014-136567,12/20/2014,12/21/2014,First Class,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,FUR-TA-10001932,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0.5,0,493.7856,1,2014,12,Dec,320.64,High Price,0.22,Medium Profit,0.031428571,Q4,2014 Q4
CA-2014-136567,12/20/2014,12/21/2014,First Class,Penelope Sewall,Home Office,Harrisonburg,Virginia,South,FUR-TA-10000617,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.142857143,0,100.122,1,2014,12,Dec,227.55,High Price,0.22,Medium Profit,0.11,Q4,2014 Q4
CA-2016-149314,7/2/2016,7/7/2016,Second Class,George Bell,Corporate,Los Angeles,California,West,FUR-CH-10002126,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.071428571,0.2,19.5184,5,2016,7,Jul,195.184,Medium Price,0.1,Low Profit,0.1,Q3,2016 Q3
CA-2017-145226,12/8/2017,12/10/2017,Second Class,Delfina Latchford,Consumer,New York City,New York,East,FUR-FU-10004952,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.142857143,0,33.9388,2,2017,12,Dec,54.74,Low Price,0.31,Medium Profit,0.155,Q4,2017 Q4
CA-2016-113621,12/1/2016,12/5/2016,Standard Class,Joel Eaton,Consumer,Rockville,Maryland,East,FUR-CH-10001270,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.142857143,0,51.75,4,2016,12,Dec,86.25,Low Price,0.3,Medium Profit,0.15,Q4,2016 Q4
CA-2017-117212,2/26/2017,2/28/2017,Second Class,Bradley Talbott,Home Office,Los Angeles,California,West,FUR-CH-10003973,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.214285714,0.2,89.2224,2,2017,2,Feb,297.408,High Price,0.1,Low Profit,0.033333333,Q1,2017 Q1
US-2015-130519,9/15/2015,9/15/2015,Same Day,Nat Gilpin,Corporate,Coral Springs,Florida,South,FUR-FU-10002268,Furnishings,Ultra Door Push Plate,15.712,4,0.285714286,0.2,2.5532,0,2015,9,Sep,3.928,Low Price,0.1625,Low Profit,0.040625,Q3,2015 Q3
US-2015-130519,9/15/2015,9/15/2015,Same Day,Nat Gilpin,Corporate,Coral Springs,Florida,South,FUR-FU-10003394,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.071428571,0.2,-2.0988,0,2015,9,Sep,55.968,Low Price,-0.0375,Loss,-0.0375,Q3,2015 Q3
CA-2016-130946,4/8/2016,4/12/2016,Standard Class,Zuschuss Carroll,Consumer,Houston,Texas,Central,FUR-CH-10004540,Chairs,Global Chrome Stack Chair,95.984,4,0.285714286,0.3,-4.1136,4,2016,4,Apr,23.996,Low Price,-0.042857143,Loss,-0.010714286,Q2,2016 Q2
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,Linda Southworth,Corporate,Denver,Colorado,West,FUR-CH-10002335,Chairs,Hon GuestStacker Chair,544.008,3,0.214285714,0.2,40.8006,6,2016,7,Jul,181.336,Medium Price,0.075,Low Profit,0.025,Q3,2016 Q3
CA-2016-114727,7/18/2016,7/24/2016,Standard Class,Linda Southworth,Corporate,Denver,Colorado,West,FUR-CH-10002331,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.214285714,0.2,10.6794,6,2016,7,Jul,284.784,High Price,0.0125,Low Profit,0.004166667,Q3,2016 Q3
CA-2016-137050,7/14/2016,7/18/2016,Second Class,Steven Ward,Corporate,New York City,New York,East,FUR-BO-10004695,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.285714286,0.2,21.7176,4,2016,7,Jul,144.784,Medium Price,0.0375,Low Profit,0.009375,Q3,2016 Q3
US-2017-118087,9/9/2017,9/13/2017,Standard Class,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,FUR-CH-10004860,Chairs,Global Low Back Tilter Chair,141.372,2,0.142857143,0.3,-48.4704,4,2017,9,Sep,70.686,Low Price,-0.342857143,Loss,-0.171428571,Q3,2017 Q3
US-2017-118087,9/9/2017,9/13/2017,Standard Class,Stefania Perrino,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.142857143,0.2,1.7024,4,2017,9,Sep,8.512,Low Price,0.1,Low Profit,0.05,Q3,2017 Q3
CA-2016-126004,12/4/2016,12/5/2016,First Class,Becky Martin,Consumer,New York City,New York,East,FUR-FU-10001602,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.214285714,0,20.4822,1,2016,12,Dec,37.93,Low Price,0.18,Low Profit,0.06,Q4,2016 Q4
CA-2017-100013,11/6/2017,11/11/2017,Standard Class,Zuschuss Carroll,Consumer,Los Angeles,California,West,FUR-FU-10001424,Furnishings,Dax Clear Box Frame,8.73,1,0.071428571,0,2.9682,5,2017,11,Nov,8.73,Low Price,0.34,Medium Profit,0.34,Q4,2017 Q4
CA-2016-144344,10/28/2016,10/28/2016,Same Day,Patrick Gardner,Consumer,Boynton Beach,Florida,South,FUR-FU-10000076,Furnishings,24-Hour Round Wall Clock,47.952,3,0.214285714,0.2,13.7862,0,2016,10,Oct,15.984,Low Price,0.2875,Medium Profit,0.095833333,Q4,2016 Q4
CA-2016-144344,10/28/2016,10/28/2016,Same Day,Patrick Gardner,Consumer,Boynton Beach,Florida,South,FUR-FU-10003268,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.142857143,0.2,0,0,2016,10,Oct,31.984,Low Price,0,Loss,0,Q4,2016 Q4
CA-2016-144344,10/28/2016,10/28/2016,Same Day,Patrick Gardner,Consumer,Boynton Beach,Florida,South,FUR-FU-10003553,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.214285714,0.2,41.262,0,2016,10,Oct,55.016,Low Price,0.25,Medium Profit,0.083333333,Q4,2016 Q4
CA-2014-127012,8/11/2014,8/15/2014,Standard Class,Greg Matthias,Consumer,Seattle,Washington,West,FUR-FU-10003691,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.071428571,0,5.434,4,2014,8,Aug,12.35,Low Price,0.44,Medium Profit,0.44,Q3,2014 Q3
CA-2014-168494,12/12/2014,12/14/2014,Second Class,Nora Preis,Consumer,Fresno,California,West,FUR-TA-10004619,Tables,Hon Non-Folding Utility Tables,764.688,6,0.428571429,0.2,95.586,2,2014,12,Dec,127.448,Medium Price,0.125,Low Profit,0.020833333,Q4,2014 Q4
CA-2014-168494,12/12/2014,12/14/2014,Second Class,Nora Preis,Consumer,Fresno,California,West,FUR-TA-10003473,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.857142857,0.2,135.4068,2,2014,12,Dec,300.904,High Price,0.0375,Low Profit,0.003125,Q4,2014 Q4
CA-2014-168494,12/12/2014,12/14/2014,Second Class,Nora Preis,Consumer,Fresno,California,West,FUR-BO-10004467,Bookcases,Bestar Classic Bookcase,254.9745,3,0.214285714,0.15,11.9988,2,2014,12,Dec,84.9915,Low Price,0.047058824,Low Profit,0.015686275,Q4,2014 Q4
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,Doug Jacobs,Consumer,New York City,New York,East,FUR-CH-10001708,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.642857143,0.1,139.5702,6,2017,12,Dec,126.882,Medium Price,0.122222222,Low Profit,0.013580247,Q4,2017 Q4
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,Mick Hernandez,Home Office,Chester,Pennsylvania,East,FUR-FU-10003724,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.071428571,0.2,0.5022,4,2017,3,Mar,6.696,Low Price,0.075,Low Profit,0.075,Q1,2017 Q1
CA-2017-144638,3/10/2017,3/14/2017,Standard Class,Mick Hernandez,Home Office,Chester,Pennsylvania,East,FUR-FU-10003535,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.142857143,0.2,11.5164,4,2017,3,Mar,21.936,Low Price,0.2625,Medium Profit,0.13125,Q1,2017 Q1
CA-2016-155992,10/1/2016,10/2/2016,First Class,Chris Cortes,Consumer,La Porte,Indiana,Central,FUR-FU-10003724,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.357142857,0,10.881,1,2016,10,Oct,8.37,Low Price,0.26,Medium Profit,0.052,Q4,2016 Q4
US-2014-167738,12/24/2014,12/29/2014,Standard Class,Julie Creighton,Corporate,Los Angeles,California,West,FUR-CH-10001146,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.428571429,0.2,18.267,5,2014,12,Dec,48.712,Low Price,0.0625,Low Profit,0.010416667,Q4,2014 Q4
CA-2017-121412,9/23/2017,9/27/2017,Standard Class,Brooke Gillingham,Corporate,Louisville,Colorado,West,FUR-FU-10000246,Furnishings,Aluminum Document Frame,29.328,3,0.214285714,0.2,3.666,4,2017,9,Sep,9.776,Low Price,0.125,Low Profit,0.041666667,Q3,2017 Q3
CA-2016-119186,5/26/2016,5/26/2016,Same Day,Maurice Satty,Consumer,Fort Worth,Texas,Central,FUR-CH-10001973,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.357142857,0.3,-88.784,0,2016,5,May,77.686,Low Price,-0.228571429,Loss,-0.045714286,Q2,2016 Q2
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,Todd Boyes,Corporate,New York City,New York,East,FUR-FU-10000397,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.142857143,0,11.1664,4,2016,11,Nov,19.94,Low Price,0.28,Medium Profit,0.14,Q4,2016 Q4
CA-2016-137043,12/23/2016,12/25/2016,Second Class,Logan Currie,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0.428571429,0,166.1004,2,2016,12,Dec,95.46,Low Price,0.29,Medium Profit,0.048333333,Q4,2016 Q4
CA-2016-137043,12/23/2016,12/25/2016,Second Class,Logan Currie,Consumer,Springfield,Virginia,South,FUR-FU-10003664,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0.214285714,0,83.0502,2,2016,12,Dec,95.46,Low Price,0.29,Medium Profit,0.096666667,Q4,2016 Q4
CA-2015-115847,9/19/2015,9/24/2015,Second Class,Tracy Collins,Home Office,Arlington,Virginia,South,FUR-BO-10003433,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0.142857143,0,4.3372,5,2015,9,Sep,30.98,Low Price,0.07,Low Profit,0.035,Q3,2015 Q3
US-2017-126179,7/3/2017,7/7/2017,Standard Class,Chuck Sachs,Consumer,Columbus,Georgia,South,FUR-FU-10002554,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.071428571,0,5.5177,4,2017,7,Jul,23.99,Low Price,0.23,Medium Profit,0.23,Q3,2017 Q3
CA-2016-141397,6/20/2016,6/21/2016,First Class,Roy Collins,Consumer,Pasadena,California,West,FUR-CH-10003846,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.142857143,0.2,-8.0784,1,2016,6,Jun,80.784,Low Price,-0.05,Loss,-0.025,Q2,2016 Q2
US-2016-134488,9/24/2016,10/1/2016,Standard Class,Pete Kriz,Consumer,Columbus,Ohio,East,FUR-CH-10003199,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.142857143,0.3,-13.3176,7,2016,9,Sep,77.686,Low Price,-0.085714286,Loss,-0.042857143,Q3,2016 Q3
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,Henry Goldwyn,Corporate,Los Angeles,California,West,FUR-FU-10004960,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0.571428571,0,62.5056,5,2016,12,Dec,22.98,Low Price,0.34,Medium Profit,0.0425,Q4,2016 Q4
CA-2015-120439,6/14/2015,6/18/2015,Standard Class,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6,0.428571429,0.2,5.1072,4,2015,6,Jun,8.512,Low Price,0.1,Low Profit,0.016666667,Q2,2015 Q2
CA-2016-142762,5/23/2016,5/27/2016,Standard Class,Lisa DeCherney,Consumer,San Francisco,California,West,FUR-FU-10003691,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0.214285714,0,16.302,4,2016,5,May,12.35,Low Price,0.44,Medium Profit,0.146666667,Q2,2016 Q2
US-2017-123281,4/2/2017,4/7/2017,Standard Class,Jamie Frazer,Consumer,Los Angeles,California,West,FUR-FU-10003724,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0.214285714,0,6.5286,5,2017,4,Apr,8.37,Low Price,0.26,Medium Profit,0.086666667,Q2,2017 Q2
